"","CTXS","QCOM","AAPL","IDXX","ALGN","AMGN","CPRT","FAST","CTAS","ORLY","EBAY","BKNG","NFLX","EA","GOOGL","PEP","MNST","COST","XEL","EXC"
"196",0.004,0.004,0.046,0.076,0.016,0.04,0.006,0,0,0.002,0,0.002,0.01,0.022,0.04,0,0.002,0.664,0.012,0.054
"197",0,0.026,0,0.01,0,0.002,0.05,0,0.008,0,0.336,0.016,0.014,0,0.048,0.108,0.006,0.08,0.272,0.024
"198",0.114,0.52,0.012,0,0.054,0,0.034,0.086,0.022,0,0,0,0.068,0.042,0,0.03,0,0,0,0.018
"199",0,0.066,0.022,0,0.042,0,0,0.022,0.052,0,0.026,0.282,0.39,0,0,0.034,0,0.064,0,0
"200",0.03,0,0.004,0.01,0,0.004,0.258,0.038,0.032,0.064,0,0.006,0.126,0.084,0.008,0.13,0.06,0.004,0.096,0.046
"201",0.018,0.428,0.15,0,0.02,0.002,0.142,0.054,0.012,0.002,0,0.012,0,0.01,0,0.02,0,0,0.012,0.118
"202",0.076,0,0.014,0,0,0.026,0.054,0.34,0.002,0.018,0,0.004,0,0.28,0.08,0.062,0.012,0,0,0.032
"203",0,0,0.176,0,0.022,0.002,0.004,0.002,0.116,0,0.088,0.002,0.044,0,0.002,0.33,0.194,0.018,0,0
"204",0,0,0.004,0,0,0,0,0.01,0,0.002,0.096,0.068,0.032,0.292,0,0.002,0.032,0.004,0.458,0
"205",0.168,0.014,0.116,0.028,0.016,0.008,0,0.018,0.002,0.176,0.018,0.1,0.044,0.034,0.004,0.068,0.088,0.022,0.002,0.074
"206",0.004,0.018,0.006,0.008,0,0,0,0,0.022,0,0.002,0,0.656,0.018,0,0.034,0.202,0.026,0,0.004
"207",0,0.006,0.018,0.054,0.078,0,0.018,0,0.022,0.002,0.162,0.088,0,0.002,0,0.076,0.38,0.084,0.006,0.004
"208",0,0.772,0,0.088,0,0.006,0.008,0.002,0.024,0.016,0.012,0,0.028,0,0,0.01,0,0.022,0,0.012
"209",0.004,0.09,0.164,0,0.324,0.004,0.02,0.032,0.018,0.004,0.01,0.002,0.072,0.002,0.068,0,0.04,0.06,0.04,0.046
"210",0.108,0.494,0.01,0,0.002,0.034,0.03,0.066,0,0.06,0.026,0.002,0.032,0,0.058,0,0.01,0.054,0,0.014
"211",0,0.042,0.04,0.014,0.106,0,0.176,0.054,0.066,0.034,0.058,0.02,0.094,0,0,0.006,0,0.286,0,0.004
"212",0.002,0.026,0.026,0.018,0.088,0.032,0,0.064,0.08,0.194,0,0.316,0,0.038,0,0.048,0.012,0.006,0.038,0.012
"213",0.096,0.056,0.036,0.014,0,0.018,0.026,0.116,0.014,0.138,0.01,0.104,0.004,0.102,0.012,0.024,0.108,0.002,0.004,0.116
"214",0.366,0.006,0,0,0,0,0.494,0.012,0.018,0.002,0,0,0,0,0,0,0.002,0.1,0,0
"215",0.008,0,0.042,0.044,0.046,0,0,0.016,0.002,0.002,0.108,0,0.004,0.116,0.17,0.004,0.014,0.378,0.036,0.01
"216",0.064,0,0,0,0,0,0.328,0,0.228,0.01,0.004,0,0,0,0,0,0.364,0.002,0,0
"217",0.056,0.008,0,0.142,0.004,0,0.09,0,0.01,0.086,0.026,0.022,0.036,0.02,0.002,0.004,0.466,0,0.026,0.002
"218",0,0.004,0.004,0,0.012,0.092,0,0.002,0.716,0.04,0.022,0.008,0.008,0,0,0,0.012,0,0.026,0.054
"219",0.012,0,0.038,0,0.072,0.052,0,0.066,0.502,0.014,0.022,0.058,0.022,0,0.004,0.002,0.062,0.008,0.064,0.002
"220",0.008,0.008,0.002,0,0.022,0.282,0.046,0.048,0,0.008,0.236,0.002,0.01,0.032,0,0.196,0.046,0.004,0.01,0.04
"221",0,0.02,0.008,0.06,0,0.066,0,0,0,0,0,0,0,0.69,0,0.002,0.144,0.008,0.002,0
"222",0.006,0.018,0.014,0,0.002,0,0.514,0,0,0.112,0.114,0.052,0.026,0.006,0.002,0.094,0,0.01,0.03,0
"223",0.13,0.264,0.012,0,0,0.008,0,0.032,0,0.012,0.046,0.03,0.292,0,0,0.152,0.014,0.004,0.004,0
"224",0,0,0.01,0.002,0.01,0.036,0.146,0.032,0.016,0,0.316,0,0.074,0.128,0.002,0.008,0.008,0,0.106,0.106
"225",0,0.036,0.132,0,0,0,0.124,0,0.004,0.244,0,0,0,0.002,0,0,0,0.386,0.072,0
"226",0,0.01,0.104,0.072,0.046,0.008,0.116,0.04,0.178,0.006,0.018,0,0.002,0.12,0.002,0.022,0.098,0.118,0.016,0.024
"227",0.01,0.746,0,0.046,0,0.048,0.002,0.056,0,0.006,0,0.002,0,0,0.004,0.036,0,0.004,0.038,0.002
"228",0,0,0,0,0.016,0.144,0,0,0.388,0,0,0,0,0,0.07,0,0,0.004,0.346,0.032
"229",0.016,0,0.1,0.002,0.828,0,0.004,0,0,0.032,0.002,0,0,0.004,0,0,0.01,0,0.002,0
"230",0,0.008,0.214,0.282,0.01,0.142,0.006,0,0,0,0,0.136,0.008,0.012,0,0.028,0.024,0.086,0.026,0.018
"231",0,0,0,0,0.016,0,0.158,0.67,0,0,0.046,0,0,0,0.1,0.004,0.006,0,0,0
"232",0.77,0.006,0.03,0.01,0,0,0,0.004,0,0,0.084,0.008,0,0,0,0,0.024,0.004,0,0.06
"233",0.654,0,0,0.014,0,0,0,0.306,0,0,0,0,0,0,0.012,0,0,0,0.014,0
"234",0,0,0,0.312,0.002,0,0.018,0.02,0,0.376,0,0.004,0.012,0,0.098,0.048,0.08,0,0.028,0.002
"235",0.596,0.002,0.066,0.004,0.078,0,0.054,0,0.022,0.004,0.01,0.038,0.068,0,0,0.054,0,0.002,0,0.002
"236",0,0,0.092,0.454,0.076,0.002,0,0.004,0.03,0,0.008,0.026,0.012,0,0.002,0,0.092,0.012,0.184,0.006
"237",0.018,0.006,0.012,0.102,0.022,0.02,0.016,0.01,0.188,0.012,0.186,0,0.11,0.008,0.148,0.048,0,0.002,0.086,0.006
"238",0,0.07,0,0.076,0.536,0.012,0,0,0.018,0.002,0,0.028,0,0,0.058,0,0,0,0.2,0
"239",0.024,0.252,0.03,0.028,0.09,0.014,0.002,0.044,0.036,0,0.002,0.004,0.054,0.25,0.026,0,0,0.078,0.03,0.036
"240",0.002,0,0,0.148,0.134,0,0.002,0,0.006,0,0,0,0.036,0.054,0,0.206,0,0,0,0.412
"241",0,0.068,0.366,0.006,0.438,0,0,0,0.024,0,0,0,0.036,0,0.014,0,0.048,0,0,0
"242",0.09,0.11,0,0.082,0,0.002,0.068,0,0,0.004,0.18,0,0.132,0.004,0.004,0.114,0.016,0,0.186,0.008
"243",0.012,0.034,0,0.126,0.152,0.074,0,0,0,0.126,0.012,0.29,0.004,0,0,0,0.004,0,0.13,0.036
"244",0,0.35,0,0,0,0.258,0,0,0.032,0,0.014,0,0.23,0,0.008,0.05,0,0.058,0,0
"245",0.084,0.014,0.044,0.012,0.002,0.074,0.062,0,0.256,0.016,0.02,0.024,0.012,0.002,0.004,0,0.102,0.03,0.14,0.102
"246",0.002,0.012,0.01,0.02,0.04,0.126,0.558,0.004,0,0.02,0.01,0,0.046,0,0.012,0.074,0.004,0.022,0.03,0.01
"247",0,0,0.442,0,0,0,0,0.004,0,0,0,0.454,0,0,0,0,0.068,0.032,0,0
"248",0.292,0,0,0.002,0,0.06,0,0,0,0.036,0.032,0,0,0.064,0.186,0,0,0.026,0.052,0.25
"249",0.03,0.012,0.4,0,0,0,0.062,0,0,0,0.16,0,0,0.002,0.002,0.112,0.086,0,0.134,0
"250",0.066,0.006,0.036,0.1,0.016,0,0.066,0,0.008,0.142,0.018,0.126,0.138,0,0.096,0.012,0.118,0.004,0.018,0.03
"251",0.032,0.028,0.014,0.002,0.002,0.004,0,0.012,0.078,0.064,0.068,0.02,0,0.014,0.11,0.002,0.014,0.074,0.044,0.418
"252",0.036,0.07,0.004,0.042,0.046,0.018,0.272,0.08,0.122,0,0.004,0.016,0.024,0.006,0,0.004,0.008,0.168,0.002,0.078
"253",0.024,0,0.014,0.03,0,0,0.004,0.044,0,0.132,0.108,0,0.008,0.016,0.006,0,0,0,0,0.614
"254",0,0.136,0,0.008,0,0.158,0,0,0.004,0.034,0.088,0.008,0.018,0.094,0.38,0.002,0.008,0.006,0.01,0.046
"255",0,0.008,0,0.046,0.32,0.002,0,0.01,0,0.072,0.09,0.006,0,0.006,0.08,0,0,0.354,0.006,0
"256",0.114,0,0,0,0,0.054,0,0,0.002,0,0.004,0.01,0.4,0.052,0.028,0,0.008,0.318,0.01,0
"257",0,0,0,0.002,0.002,0,0.056,0.116,0,0.036,0.004,0.022,0.002,0.036,0,0.12,0,0,0,0.604
"258",0.022,0.008,0,0.078,0.008,0.002,0.028,0.04,0.014,0.062,0.17,0,0.002,0,0.044,0.216,0.016,0.276,0.014,0
"259",0.252,0.002,0.034,0.028,0,0.016,0,0.012,0.022,0.004,0.092,0,0.006,0.142,0.01,0.05,0.004,0,0.314,0.012
"260",0.54,0,0,0.002,0,0,0.014,0.254,0.15,0,0,0,0,0,0.03,0,0.002,0.008,0,0
"261",0.01,0.024,0,0,0.002,0.018,0,0.142,0,0.024,0,0,0.766,0,0,0.008,0,0.006,0,0
"262",0.048,0,0.008,0.02,0.096,0.006,0.002,0.004,0,0.36,0.002,0.246,0.094,0,0,0,0.02,0,0.006,0.088
"263",0.018,0.18,0,0,0,0,0,0,0,0.008,0,0,0.002,0,0,0.008,0.784,0,0,0
"264",0.042,0.008,0,0,0.07,0.024,0.03,0.13,0.028,0.002,0.184,0.136,0,0.022,0.06,0.058,0,0.04,0.13,0.036
"265",0,0.014,0.072,0.014,0.022,0.104,0,0.12,0.008,0.07,0,0.06,0.086,0.044,0.128,0.044,0.132,0.044,0.006,0.032
"266",0.014,0.01,0.2,0.028,0.138,0.004,0.01,0.008,0.002,0.158,0.078,0.006,0.052,0,0.006,0.054,0.036,0.046,0.134,0.016
"267",0.028,0.032,0.026,0.158,0.044,0.026,0,0.018,0.096,0.194,0.008,0.056,0.154,0.004,0.016,0.008,0.006,0.028,0.084,0.014
"268",0.006,0.002,0.128,0.022,0,0,0.242,0.002,0.07,0.04,0.038,0.012,0.042,0.002,0,0.102,0,0.082,0.202,0.008
"269",0,0.002,0,0,0,0.23,0.32,0,0.032,0.002,0.004,0.018,0.312,0,0,0,0.054,0,0.026,0
"270",0.002,0,0,0,0.002,0,0,0,0,0,0.09,0,0.5,0.086,0.046,0,0.054,0.2,0.02,0
"271",0.076,0,0,0,0,0.558,0,0,0,0,0.012,0.002,0,0.042,0,0.278,0,0.002,0.03,0
"272",0,0.004,0.006,0.004,0.042,0.396,0,0.38,0,0.012,0.008,0,0.018,0.022,0.032,0,0,0.01,0.066,0
"273",0.1,0.034,0.002,0.11,0.022,0.014,0,0,0.262,0.014,0.098,0.132,0.062,0.062,0.014,0,0.04,0,0.004,0.03
"274",0,0,0,0,0,0.008,0.602,0,0.006,0,0,0,0,0,0.01,0.088,0.012,0.27,0,0.004
"275",0.124,0.04,0.024,0.024,0.014,0.054,0,0.132,0.004,0.046,0.022,0.042,0.142,0,0,0.006,0.014,0.094,0.014,0.204
"276",0.006,0,0.182,0.158,0.03,0,0,0,0.134,0.004,0.004,0.004,0.192,0.002,0.052,0,0.028,0.116,0.016,0.072
"277",0.016,0.04,0.004,0.018,0,0.028,0.048,0.006,0.116,0.006,0.014,0.022,0.084,0.116,0.008,0.022,0.296,0.108,0.008,0.04
"278",0.082,0,0.04,0,0,0.22,0,0,0.626,0.022,0.004,0.004,0,0,0,0.002,0,0,0,0
"279",0.008,0.008,0.03,0,0,0,0.068,0.096,0.548,0.002,0.022,0.006,0.092,0,0.004,0.104,0,0,0.012,0
"280",0,0,0.002,0.202,0.012,0.006,0,0,0.006,0.04,0.004,0.046,0.012,0.042,0.038,0,0,0.05,0.002,0.538
"281",0.012,0,0.002,0,0.006,0.05,0.022,0.308,0.002,0.254,0.018,0.018,0.002,0,0,0,0.066,0.022,0,0.218
"282",0,0.008,0.068,0.022,0.206,0.116,0.004,0.032,0.08,0.02,0.01,0.142,0.018,0.058,0.002,0,0.174,0,0.008,0.032
"283",0,0.18,0,0,0.196,0.006,0.046,0,0.062,0.044,0,0.114,0,0.214,0,0,0.016,0.118,0.004,0
"284",0.218,0,0,0,0.25,0.026,0.24,0,0.032,0.004,0,0.004,0,0,0.03,0,0.132,0.01,0,0.054
"285",0.076,0.05,0,0,0,0.002,0.016,0.048,0.038,0,0,0.03,0.18,0.284,0,0.006,0.008,0.002,0.026,0.234
"286",0.046,0,0,0.002,0,0,0,0,0.002,0,0.014,0.29,0.024,0.26,0,0.362,0,0,0,0
"287",0.006,0.104,0,0.004,0.034,0.002,0.014,0.032,0.346,0.056,0,0,0.002,0.02,0.006,0.096,0.124,0.098,0.042,0.014
"288",0.008,0.052,0.006,0.002,0,0,0.014,0.014,0.036,0.01,0.004,0.422,0.01,0.04,0.076,0,0.002,0,0.008,0.296
"289",0.046,0.134,0.006,0,0.01,0.43,0.016,0,0.01,0,0.07,0.002,0.008,0.016,0.014,0.104,0,0,0.092,0.042
"290",0.178,0.174,0.074,0.126,0.05,0,0.008,0.09,0.03,0.194,0.012,0.01,0,0.002,0.002,0.014,0.034,0,0,0.002
"291",0,0.022,0.192,0.006,0,0.11,0.042,0.008,0.01,0.154,0.02,0.192,0.01,0.04,0,0.07,0,0,0.082,0.042
"292",0.004,0.328,0.056,0.026,0.046,0,0.032,0.012,0.014,0.012,0,0.126,0.002,0.03,0.02,0,0.274,0,0.016,0.002
"293",0,0,0.822,0.002,0.072,0,0.04,0.006,0,0.026,0.006,0,0,0.006,0,0.002,0,0.018,0,0
"294",0.06,0.034,0.014,0.022,0.01,0.062,0.174,0.012,0,0.012,0,0.212,0,0.02,0.08,0.042,0.112,0,0.044,0.09
"295",0.014,0,0.068,0,0.072,0,0.384,0.188,0.042,0,0,0.008,0.01,0.004,0.042,0.066,0.01,0.066,0.02,0.006
"296",0.05,0.036,0.002,0.018,0.018,0.006,0.104,0.004,0.03,0.1,0.004,0.032,0.102,0.066,0.128,0.17,0.046,0,0.082,0.002
"297",0.022,0.144,0.022,0,0.144,0.004,0,0.006,0,0.032,0,0.012,0.002,0.098,0.058,0.046,0.038,0.04,0.206,0.126
"298",0.054,0,0,0.4,0,0,0,0,0.224,0,0,0.152,0.02,0.072,0,0.002,0.002,0.068,0,0.006
"299",0.122,0,0,0.076,0,0.004,0.03,0,0.08,0.002,0.142,0.01,0.022,0.026,0.004,0.012,0,0.024,0.134,0.312
"300",0.248,0.038,0,0.02,0.304,0.042,0.024,0.034,0.01,0.002,0.052,0,0.014,0.018,0.012,0.03,0,0,0.15,0.002
"301",0.008,0.106,0,0.006,0,0.002,0.028,0.2,0.016,0,0.03,0,0.016,0.028,0.018,0.086,0.078,0.002,0.038,0.338
"302",0,0.078,0.168,0.126,0.124,0.016,0.016,0.054,0.012,0.036,0.138,0.064,0,0.006,0.006,0.004,0.018,0.006,0,0.128
"303",0.054,0.032,0.01,0.038,0.004,0.096,0.182,0.142,0.086,0,0,0,0.04,0,0.002,0.002,0.132,0.168,0.006,0.006
"304",0,0.412,0,0,0,0,0.056,0.106,0.014,0,0,0.008,0,0,0,0.016,0.388,0,0,0
"305",0.002,0.102,0.004,0.056,0,0.008,0.182,0,0.004,0,0,0.14,0.266,0,0.172,0,0.05,0.008,0.004,0.002
"306",0.002,0.002,0.01,0,0.026,0.006,0.034,0.022,0.202,0.136,0.004,0,0.142,0.006,0.084,0.184,0,0.028,0.014,0.098
"307",0.034,0.004,0.006,0.104,0.002,0.02,0.002,0.002,0.002,0.078,0.04,0,0.024,0.016,0.05,0.092,0.134,0.122,0.01,0.258
"308",0.036,0.026,0.042,0.188,0,0.034,0.018,0.02,0.018,0.238,0.044,0.05,0.012,0.008,0.022,0,0.152,0,0.07,0.022
"309",0,0,0.082,0.016,0.002,0.042,0.062,0.134,0.054,0,0.226,0.07,0.044,0.004,0.004,0.07,0.044,0.132,0.014,0
"310",0.11,0,0.008,0.066,0.106,0.05,0.028,0.012,0.178,0.002,0.29,0.004,0.004,0.004,0.016,0.006,0,0.008,0.108,0
"311",0.036,0.004,0,0.02,0,0.378,0.072,0.052,0.076,0.01,0,0.278,0.02,0.016,0,0,0,0.022,0.01,0.006
"312",0.002,0,0,0,0.064,0,0.008,0,0.132,0,0.004,0.43,0.036,0.086,0.088,0.028,0.104,0.008,0.008,0.002
"313",0.01,0,0,0,0.02,0.218,0.022,0.024,0.11,0.002,0.008,0.044,0,0.2,0.104,0,0.034,0.04,0.152,0.012
"314",0.01,0.024,0.322,0,0.066,0.028,0,0,0,0,0.004,0.024,0,0.026,0.058,0,0,0.098,0,0.34
"315",0,0.004,0.006,0.004,0.02,0.148,0,0.008,0.008,0.004,0.002,0.004,0.014,0,0.018,0,0.712,0.01,0.002,0.036
"316",0.008,0.016,0.03,0.008,0.004,0,0.008,0.156,0.068,0.004,0.088,0.02,0.22,0,0.002,0.1,0.006,0.118,0.006,0.138
"317",0,0.004,0.306,0.018,0.03,0.132,0.004,0,0,0,0.024,0.32,0.002,0.044,0.05,0,0,0,0.024,0.042
"318",0.076,0.004,0.072,0.132,0.004,0.016,0.006,0.036,0.118,0.074,0.014,0.08,0.062,0.098,0.048,0.076,0.044,0.012,0.024,0.004
"319",0.002,0.024,0,0.08,0.11,0.038,0.006,0,0,0.416,0,0.02,0.018,0.026,0.004,0.088,0.014,0.02,0.066,0.068
"320",0.01,0,0.026,0,0.004,0.09,0,0,0.068,0.002,0,0.046,0.04,0,0.156,0.296,0.09,0.02,0.12,0.032
"321",0,0.09,0.002,0.004,0,0,0,0.038,0,0.014,0,0,0.056,0.028,0.048,0.69,0.006,0,0.024,0
"322",0,0.148,0,0.01,0.138,0,0.244,0.094,0,0.01,0.002,0.002,0.004,0,0,0,0.33,0.008,0,0.01
"323",0,0,0,0.004,0.564,0,0,0,0,0,0.096,0,0.008,0,0,0,0,0.046,0.002,0.28
"324",0.002,0.008,0,0.674,0,0.002,0.012,0.012,0,0.004,0,0,0,0,0,0,0.154,0.126,0,0.006
"325",0,0.008,0.002,0.076,0.018,0.1,0.022,0.014,0.494,0.084,0.13,0,0,0.002,0,0,0,0.038,0,0.012
"326",0,0,0.044,0.004,0,0.032,0,0,0.044,0.56,0.272,0.004,0.012,0.002,0.002,0.014,0,0,0,0.01
"327",0.194,0,0.176,0,0.032,0.002,0.018,0.008,0.306,0.022,0.002,0.07,0,0.062,0.008,0.072,0.016,0,0.004,0.008
"328",0,0,0,0.004,0.076,0.138,0,0.168,0.074,0,0.01,0,0,0.03,0.01,0,0.038,0.002,0.45,0
"329",0.066,0.018,0,0.038,0.168,0.018,0,0.006,0.01,0.008,0,0.024,0.008,0.206,0,0.024,0.386,0.02,0,0
"330",0.016,0.004,0.168,0.002,0,0.07,0.068,0.078,0.008,0.004,0.018,0.046,0.12,0.066,0.146,0.028,0.042,0.01,0,0.106
"331",0.004,0,0.026,0,0.01,0.028,0.046,0.008,0.118,0.046,0.072,0.004,0.004,0.028,0.096,0,0.342,0.062,0,0.106
"332",0.016,0,0,0,0,0,0.13,0,0,0,0,0.722,0,0,0,0.086,0,0.046,0,0
"333",0,0.002,0,0,0.132,0.042,0.062,0,0.024,0.066,0.38,0.052,0,0.008,0,0.15,0.026,0.028,0.018,0.01
"334",0.07,0.012,0.024,0,0.054,0,0.008,0.028,0.012,0.216,0.012,0.016,0.04,0.008,0.228,0.008,0.03,0.064,0.17,0
"335",0.098,0.048,0.09,0,0.026,0.016,0.1,0.068,0,0.004,0.106,0,0,0,0.036,0.006,0.118,0.152,0.072,0.06
"336",0.02,0,0.012,0.004,0.016,0,0.098,0.004,0,0.022,0.084,0,0,0.006,0.02,0.01,0.246,0.006,0.452,0
"337",0,0.26,0.036,0.004,0.006,0.096,0.02,0.002,0.096,0.054,0.016,0.114,0.05,0.014,0.078,0,0.002,0.094,0.058,0
"338",0.002,0.006,0,0.072,0,0.016,0.154,0.038,0.254,0,0,0,0.168,0.078,0.07,0,0.022,0,0.006,0.114
"339",0.002,0.004,0,0,0.012,0,0.01,0.078,0,0.004,0.002,0,0.042,0.012,0.096,0.36,0,0.35,0.028,0
"340",0.136,0,0,0.048,0.058,0.01,0.008,0.048,0.004,0.19,0.002,0.012,0.004,0.234,0,0.006,0,0.006,0.202,0.032
"341",0.042,0.144,0.032,0.052,0.02,0.012,0.01,0.122,0.046,0.002,0.19,0.006,0.03,0.004,0.02,0.056,0,0.076,0.12,0.016
"342",0.018,0.004,0.122,0,0,0.002,0,0.732,0,0.024,0.004,0.01,0,0,0.026,0.026,0.028,0,0.004,0
"343",0.106,0.148,0.01,0.004,0.02,0,0.03,0,0,0.02,0.006,0.024,0.07,0.124,0,0.234,0.028,0.052,0.028,0.096
"344",0,0.006,0.004,0.052,0,0.116,0.01,0.002,0.296,0.146,0.004,0.074,0.01,0.13,0.076,0,0,0.022,0.038,0.014
"345",0.02,0,0.018,0,0,0.018,0,0.008,0.574,0.014,0.002,0.228,0.004,0,0,0.014,0,0.012,0.088,0
"346",0.006,0.006,0,0.006,0,0.116,0.098,0.002,0.022,0.046,0,0.638,0,0.044,0,0,0,0.008,0,0.008
"347",0,0.002,0.012,0.032,0.04,0.252,0.154,0.258,0.056,0,0.008,0,0.016,0.02,0.022,0.016,0.048,0.062,0,0.002
"348",0.01,0,0,0,0,0.128,0.088,0.002,0.366,0,0.002,0,0,0,0,0.024,0.002,0.072,0.294,0.012
"349",0.03,0,0.098,0.012,0.01,0.028,0.218,0,0,0,0.004,0,0,0.008,0.03,0.058,0.018,0.346,0.14,0
"350",0,0,0,0.23,0.012,0.082,0,0,0.444,0,0,0.004,0.002,0.034,0,0,0,0.192,0,0
"351",0.004,0.01,0,0.002,0.038,0.02,0.168,0.02,0.072,0.008,0.024,0.022,0.4,0.012,0.062,0.002,0.066,0.04,0.01,0.02
"352",0.016,0.006,0.01,0,0.004,0,0.004,0,0.49,0,0.064,0.022,0.002,0.002,0.186,0,0.022,0,0.16,0.012
"353",0.27,0.006,0.006,0.002,0.064,0.004,0,0.008,0,0,0.046,0,0,0,0.368,0,0.124,0.002,0.094,0.006
"354",0.004,0.008,0.382,0.02,0.066,0,0.002,0.012,0.006,0.02,0.01,0.256,0,0.01,0.002,0.052,0.004,0,0.106,0.04
"355",0.046,0,0,0,0.358,0,0,0.008,0.138,0.146,0,0,0.024,0,0.004,0.276,0,0,0,0
"356",0.066,0.152,0.282,0.064,0.012,0.002,0,0.014,0,0.018,0.076,0.002,0.102,0.012,0,0.02,0,0.176,0,0.002
"357",0.02,0.006,0,0,0,0,0,0,0.008,0,0.03,0.374,0,0.112,0.062,0,0,0.004,0.024,0.36
"358",0.004,0,0,0.034,0,0,0,0.016,0.022,0,0.002,0.004,0.068,0.016,0,0,0.666,0.044,0.124,0
"359",0.068,0.126,0.412,0,0.214,0,0,0,0,0,0.004,0,0.008,0.044,0,0.072,0.05,0,0.002,0
"360",0.022,0,0.006,0,0.204,0.006,0.054,0.02,0,0,0,0.32,0,0,0,0.088,0.008,0.136,0,0.136
"361",0,0,0.074,0,0,0,0.012,0.096,0.346,0,0.052,0,0.1,0,0,0,0,0,0.002,0.318
"362",0,0.052,0.012,0,0.014,0.002,0.334,0,0.368,0.004,0,0.038,0.034,0.008,0,0.048,0.036,0,0.046,0.004
"363",0.02,0,0.002,0.006,0.004,0,0.186,0.022,0,0.058,0.034,0.002,0.138,0.474,0.008,0.016,0,0.002,0.008,0.02
"364",0.012,0,0.322,0,0.002,0.072,0,0.022,0.022,0.152,0,0.002,0.008,0.206,0.01,0.01,0.038,0.07,0.05,0.002
"365",0,0,0.006,0.002,0.004,0,0,0,0.026,0,0,0.728,0.002,0.014,0,0,0.216,0.002,0,0
"366",0,0,0,0.158,0,0.406,0.11,0.008,0,0,0,0,0.012,0,0,0.3,0,0.004,0.002,0
"367",0.006,0,0,0.006,0,0.232,0.032,0.052,0.004,0,0,0.004,0.038,0,0.014,0.002,0,0.018,0.024,0.568
"368",0.018,0,0.036,0.008,0.402,0.01,0,0,0,0,0,0.526,0,0,0,0,0,0,0,0
"369",0.002,0.008,0.002,0.004,0,0.076,0,0,0,0.004,0.466,0.084,0.022,0.014,0,0,0.132,0,0.026,0.16
"370",0,0.104,0.468,0,0.014,0,0.002,0.004,0,0,0.016,0.036,0.086,0.024,0.006,0.032,0.124,0.044,0.002,0.038
"371",0.004,0,0.016,0.014,0.558,0.048,0.014,0.006,0.058,0.002,0.008,0.002,0.002,0.078,0.034,0.016,0,0.136,0,0.004
"372",0.016,0.02,0.018,0.292,0.006,0.018,0.018,0.068,0.294,0,0.006,0,0.084,0.004,0,0.072,0.044,0.006,0.034,0
"373",0,0.32,0.142,0.042,0,0.006,0.026,0.002,0,0.056,0,0.084,0.024,0.002,0.01,0,0.066,0.056,0.002,0.162
"374",0,0.2,0,0,0,0.006,0,0,0.002,0.174,0.002,0,0,0,0.046,0.078,0.002,0.012,0.478,0
"375",0,0,0,0.012,0,0,0,0.002,0,0.302,0.586,0,0,0,0.014,0,0.038,0.02,0,0.026
"376",0,0,0.004,0,0,0,0.002,0.228,0,0.058,0,0.002,0,0.02,0.006,0.034,0,0.64,0,0.006
"377",0.118,0.016,0,0.046,0.13,0.03,0.002,0.05,0.04,0.068,0.002,0.046,0,0.074,0.318,0,0.01,0.036,0.006,0.008
"378",0.044,0.002,0.006,0.022,0,0,0.56,0.002,0.028,0.012,0.002,0.004,0.006,0,0.076,0.152,0.056,0,0.018,0.01
"379",0.006,0.05,0,0.032,0.046,0.13,0.002,0.01,0.142,0.034,0.004,0.076,0,0.022,0.058,0.342,0.014,0.01,0.012,0.01
"380",0,0,0.002,0,0,0.412,0.032,0,0.084,0.24,0,0,0.014,0.002,0.004,0.152,0.006,0,0.05,0.002
"381",0,0.032,0.044,0,0.058,0.078,0.048,0.03,0.02,0.01,0.014,0.122,0.064,0.022,0.008,0.064,0.086,0.012,0.22,0.068
"382",0,0.03,0.754,0,0,0,0.002,0.004,0.112,0.042,0,0.01,0.016,0,0,0.03,0,0,0,0
"383",0.03,0,0,0.662,0,0.008,0,0,0.074,0,0,0,0,0.008,0,0.218,0,0,0,0
"384",0.034,0.006,0.016,0.066,0.014,0,0.094,0.086,0.09,0.114,0.114,0.066,0.002,0.014,0.032,0.028,0,0.19,0.028,0.006
"385",0,0.012,0.02,0.004,0.008,0.01,0.14,0.184,0.028,0,0.1,0.38,0.008,0.036,0.038,0,0.012,0,0.02,0
"386",0.006,0.014,0.008,0.028,0.02,0.012,0.026,0.032,0.008,0.042,0.004,0.274,0.002,0.056,0.202,0.014,0,0.006,0.206,0.04
"387",0.01,0.106,0.012,0.004,0,0,0.002,0.136,0.546,0.01,0.002,0.012,0.034,0,0,0.062,0.03,0,0.008,0.026
"388",0.002,0.568,0,0,0,0.01,0,0.01,0,0.022,0,0,0.17,0.004,0.17,0.044,0,0,0,0
"389",0.102,0.098,0.002,0,0.004,0.076,0.136,0,0.118,0.004,0.102,0.032,0.048,0.032,0.026,0.006,0.046,0,0,0.168
"390",0.002,0.028,0.014,0.21,0.014,0.012,0,0.036,0.034,0.002,0.13,0.042,0.044,0.024,0.064,0.08,0.064,0.124,0.076,0
"391",0.002,0.072,0.146,0.072,0.062,0.186,0,0.036,0,0.006,0.004,0,0.236,0.138,0.006,0.004,0,0,0.014,0.016
"392",0,0.008,0.294,0.03,0.15,0,0.242,0.044,0.024,0.022,0,0.002,0.082,0.018,0,0,0.004,0.028,0.052,0
"393",0.002,0.034,0.082,0.06,0.022,0.056,0.09,0.064,0.174,0,0.116,0,0.002,0,0,0.074,0.136,0.022,0.066,0
